benchmark,mode,adaptive_trigger_mode,repeat_index,stale_tracking,use_initial_bfs,threads,result,runtime_ms,checked_paths,stale_paths,duplicate_freshness_failures,total_pairwise_prefix_lca_divergence,avg_pairwise_prefix_lca_divergence,refinements,search_failed,lcps_checked_prefix_queries,lcps_stale_prefix_queries,lcps_checked_prefix_hits,lcps_stale_prefix_hits,lcps_search_invocations,lcps_full_cache_suffix_invocations,lcps_full_cache_suffix_fallbacks,lcps_effective_priority_decisions,batch_lcps_invocations,batch_lcps_available_slots_total,batch_lcps_candidates_generated,batch_lcps_candidates_selected,batch_lcps_candidate_generation_failures,batch_lcps_avg_candidate_pool_size,batch_lcps_avg_selected_batch_size,batch_lcps_effective_batch_decisions,batch_lcps_candidate_generation_time_ms,batch_lcps_selection_time_ms,adaptive_batch_trigger_mode,adaptive_batch_invocations,adaptive_batch_fallbacks,adaptive_triggered_by_duplicate,adaptive_triggered_by_stale,adaptive_triggered_by_search_failed,adaptive_triggered_by_idle_slot,adaptive_triggered_by_first_fill,adaptive_triggered_by_first_fill_or_stale,adaptive_triggered_by_threads_ge_4_first_fill,first_dispatch_in_current_abstraction,adaptive_min_available_slots
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,4,UNKNOWN,4781,12,7,0,63.4,0.9606060606060606,9,0,0,0,0,0,0,0,0,0,9,11,44,11,0,4.888888888888889,1.2222222222222223,3,30,1,NEVER_BATCH,0,0,0,0,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,8,UNKNOWN,6186,17,7,0,120.57936507936509,0.8866129785247433,9,0,0,0,0,0,0,0,0,0,10,16,64,16,0,6.4,1.6,8,72,3,NEVER_BATCH,0,0,0,0,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,16,UNKNOWN,6080,17,0,0,55.82389081506728,0.4104697854049065,1,0,0,0,0,0,0,0,0,0,2,16,36,16,0,18.0,8.0,2,69,5,NEVER_BATCH,0,0,0,0,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_STALE,STALE_ONLY,0,true,true,4,UNKNOWN,4492,12,6,5,62.55384615384615,0.9477855477855478,8,0,0,0,0,0,0,0,0,0,1,2,8,2,0,8.0,2.0,1,3,1,STALE_ONLY,1,7,0,1,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_STALE,STALE_ONLY,0,true,true,8,UNKNOWN,6110,15,5,8,89.57936507936509,0.8531368102796675,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,STALE_ONLY,0,8,0,0,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_STALE,STALE_ONLY,0,true,true,16,UNKNOWN,5000,16,0,1,39.82389081506727,0.3318657567922273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,STALE_ONLY,0,1,0,0,0,0,0,0,0,true,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_FIRST_FILL,FIRST_FILL_ONLY,0,true,true,4,UNKNOWN,4794,13,7,2,75.4,0.9666666666666668,9,0,0,0,0,0,0,0,0,0,1,3,12,3,0,12.0,3.0,1,22,1,FIRST_FILL_ONLY,1,9,0,0,0,0,1,0,0,false,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_FIRST_FILL,FIRST_FILL_ONLY,0,true,true,8,UNKNOWN,6177,17,7,6,120.57936507936509,0.8866129785247433,9,0,0,0,0,0,0,0,0,0,1,7,28,7,0,28.0,7.0,1,58,2,FIRST_FILL_ONLY,1,9,0,0,0,0,1,0,0,false,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_FIRST_FILL,FIRST_FILL_ONLY,0,true,true,16,UNKNOWN,6539,18,0,2,72.82389081506727,0.475973142582139,2,0,0,0,0,0,0,0,0,0,1,15,32,15,0,32.0,15.0,1,64,5,FIRST_FILL_ONLY,1,2,0,0,0,0,1,0,0,false,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,ADAPTIVE_FIRST_FILL_OR_STALE,FIRST_FILL_OR_STALE,0,true,true,4,UNKNOWN,4756,13,7,2,75.4,0.9666666666666668,9,0,0,0,0,0,0,0,0,0,1,3,12,3,0,12.0,3.0,1,20,1,FIRST_FILL_OR_STALE,1,9,0,0,0,0,0,1,0,false,2
