benchmark,mode,adaptive_trigger_mode,repeat_index,stale_tracking,use_initial_bfs,threads,result,runtime_ms,checked_paths,stale_paths,duplicate_freshness_failures,total_pairwise_prefix_lca_divergence,avg_pairwise_prefix_lca_divergence,refinements,search_failed,lcps_checked_prefix_queries,lcps_stale_prefix_queries,lcps_checked_prefix_hits,lcps_stale_prefix_hits,lcps_search_invocations,lcps_full_cache_suffix_invocations,lcps_full_cache_suffix_fallbacks,lcps_effective_priority_decisions,batch_lcps_invocations,batch_lcps_available_slots_total,batch_lcps_candidates_generated,batch_lcps_candidates_selected,batch_lcps_candidate_generation_failures,batch_lcps_avg_candidate_pool_size,batch_lcps_avg_selected_batch_size,batch_lcps_effective_batch_decisions,batch_lcps_candidate_generation_time_ms,batch_lcps_selection_time_ms,adaptive_batch_trigger_mode,adaptive_batch_invocations,adaptive_batch_fallbacks,adaptive_triggered_by_duplicate,adaptive_triggered_by_stale,adaptive_triggered_by_search_failed,adaptive_triggered_by_idle_slot,adaptive_min_available_slots
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_DUPLICATE,DUPLICATE_ONLY,0,true,true,16,SAFE,8528,32,13,9,470.56847041847027,0.9487267548759482,18,0,0,0,0,0,0,0,0,0,1,9,32,9,0,32.0,9.0,1,15,8,DUPLICATE_ONLY,1,9,1,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_STALE,STALE_ONLY,0,true,true,4,SAFE,4081,13,5,5,75.43333333333334,0.9670940170940171,10,0,0,0,0,0,0,0,0,0,1,2,8,2,0,8.0,2.0,1,3,1,STALE_ONLY,1,7,0,1,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_STALE,STALE_ONLY,0,true,true,8,SAFE,6221,24,12,9,278.5252164502165,1.0091493349645524,18,0,0,0,0,0,0,0,0,0,2,8,32,8,0,16.0,4.0,2,15,3,STALE_ONLY,2,10,0,2,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_STALE,STALE_ONLY,0,true,true,16,SAFE,8497,30,11,6,379.56847041847027,0.8725711963642995,16,0,0,0,0,0,0,0,0,0,1,9,32,9,0,32.0,9.0,1,15,7,STALE_ONLY,1,6,0,1,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_SEARCH_FAILED,SEARCH_FAILED_ONLY,0,true,true,4,SAFE,4069,14,3,7,88.28333333333333,0.9701465201465201,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,SEARCH_FAILED_ONLY,0,8,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_SEARCH_FAILED,SEARCH_FAILED_ONLY,0,true,true,8,SAFE,5985,22,10,9,215.19404761904764,0.9315759637188209,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,SEARCH_FAILED_ONLY,0,9,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_SEARCH_FAILED,SEARCH_FAILED_ONLY,0,true,true,16,SAFE,8532,34,14,8,497.4994283494282,0.8868082501772339,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,SEARCH_FAILED_ONLY,0,8,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_IDLE,IDLE_SLOT_ONLY,0,true,true,4,SAFE,4057,14,5,7,88.28333333333333,0.9701465201465201,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,IDLE_SLOT_ONLY,0,8,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_IDLE,IDLE_SLOT_ONLY,0,true,true,8,SAFE,6002,23,11,11,237.9718253968254,0.9406001003827091,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,IDLE_SLOT_ONLY,0,11,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_IDLE,IDLE_SLOT_ONLY,0,true,true,16,SAFE,8755,35,15,10,532.6532745032744,0.8952155874004611,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,IDLE_SLOT_ONLY,0,10,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_ALWAYS,ALWAYS_BATCH,0,true,true,4,SAFE,5572,18,9,0,149.59285714285716,0.9777310924369749,15,0,0,0,0,0,0,0,0,0,13,17,68,17,0,5.230769230769231,1.3076923076923077,8,35,1,ALWAYS_BATCH,13,0,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_ALWAYS,ALWAYS_BATCH,0,true,true,8,SAFE,8217,31,18,0,474.7728632478632,1.0210169102104585,25,0,0,0,0,0,0,0,0,0,17,31,124,31,0,7.294117647058823,1.8235294117647058,17,53,5,ALWAYS_BATCH,17,0,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_ALWAYS,ALWAYS_BATCH,0,true,true,16,SAFE,9578,34,13,0,508.0093434343433,0.9055425016654961,20,0,0,0,0,0,0,0,0,0,10,33,100,33,0,10.0,3.3,9,78,5,ALWAYS_BATCH,10,0,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_NEVER,NEVER_BATCH,0,true,true,4,SAFE,4050,14,4,8,88.68333333333334,0.9745421245421246,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,9,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_NEVER,NEVER_BATCH,0,true,true,8,SAFE,5943,21,9,9,194.9718253968254,0.9284372637944067,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,9,0,0,0,0,2
k-examples-programs-20170304-DifficultPathPrograms-resultKnown-invert_string.i_4-75f9c6bb,ADAPTIVE_NEVER,NEVER_BATCH,0,true,true,16,SAFE,9355,35,15,11,538.3478354978356,0.9047862781476229,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,11,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,PAPER,n/a,0,true,true,4,UNKNOWN,4296,11,5,5,52.4,0.9527272727272728,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,0,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,PAPER,n/a,0,true,true,8,UNKNOWN,6104,15,5,8,89.57936507936509,0.8531368102796675,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,0,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,PAPER,n/a,0,true,true,16,UNKNOWN,4987,16,0,1,39.82389081506727,0.3318657567922273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,NEVER_BATCH,0,0,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,4,UNKNOWN,4782,12,6,0,63.4,0.9606060606060606,8,0,0,0,0,0,0,0,0,0,9,11,44,11,0,4.888888888888889,1.2222222222222223,3,29,1,NEVER_BATCH,0,0,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,8,UNKNOWN,6194,18,8,0,137.5793650793651,0.8992115364664385,10,0,0,0,0,0,0,0,0,0,11,17,68,17,0,6.181818181818182,1.5454545454545454,9,62,2,NEVER_BATCH,0,0,0,0,0,0,2
examples-programs-20170304-DifficultPathPrograms-resultKnown-interleave_bits.i_3-2d793c20,BATCH_LCPS,n/a,0,true,true,16,UNKNOWN,5879,17,0,0,55.82389081506727,0.4104697854049064,1,0,0,0,0,0,0,0,0,0,2,16,36,16,0,18.0,8.0,2,73,5,NEVER_BATCH,0,0,0,0,0,0,2
